"Refid","User","Level","Author(s)","Title ","Year","Domain","Domain_comment","","","Outcome","Outcome_comment","Biological measures","Did at least 1 group use CGM for glucose measurement?  ","Risk","Behaviors","Collection","Frequency of feedback","Communication","Theories ","Was the behavior change theory used to guide the study design? "
25920,"Kelli.Richardson,Michelle.Jospe",3,"Zhai, Y., Yu, W.","A Mobile App for Diabetes Management: Impact on Self-Efficacy Among Patients with Type 2 Diabetes at a Community Hospital",2020,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Medication/treatment use or adherence,Physical activity,Stress management",Self-measurement,"More than once",Device/One-way/Real-time,"Self-Efficacy Theory","Yes, study design guided by theory"
25926,"Kelli.Richardson,Michelle.Jospe",3,"Zhang, D., Huang, Q. F., Li, Y., Wang, J. G.","A randomized controlled trial on home blood pressure monitoring and quality of care in stage 2 and 3 hypertension",2021,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Medication/treatment use or adherence",Self-measurement,"More than once",Device/Unclear,"None explicitly stated",
25927,"Kelli.Richardson,Michelle.Jospe",3,"Zhang, D. A., Katznelson, L., Li, M.","Postprandial glucose monitoring further improved glycemia, lipids, and weight in persons with type 2 diabetes mellitus who had already reached hemoglobin A1c goal",2012,Diabetes,,,"Type 2 diabetes",Other,"Glycemic control,CVD management",Glucose,No,No,"Diet,Physical activity",Self-measurement,"More than once",Device,"None explicitly stated",
25944,"Kelli.Richardson,Michelle.Jospe",3,"Zhang, L., He, X., Shen, Y., Yu, H., Pan, J., Zhu, W., Zhou, J., Bao, Y.","Effectiveness of Smartphone App-Based Interactive Management on Glycemic Control in Chinese Patients With Poorly Controlled Diabetes: Randomized Controlled Trial",2019,Diabetes,,,"Type 1 diabetes,Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once","Device/Real-time,Device/One-way/Real-time","None explicitly stated",
25960,"Kelli.Richardson,Michelle.Jospe",3,"Zhang, X., Jiang, D., Wang, X.","The effects of the instantaneous scanning glucose monitoring system on hypoglycemia, weight gain, and health behaviors in patients with gestational diabetes: a randomised trial",2021,Diabetes,,,"Gestational diabetes","Glycemic control",,Glucose,Yes,No,"Diet,Physical activity",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
25965,"Kelli.Richardson,Michelle.Jospe",3,"Zhang, Y., Chu, L.","Effectiveness of Systematic Health Education Model for Type 2 Diabetes Patients",2018,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Alcohol use cessation/reduction,Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
26106,"Kelli.Richardson,Michelle.Jospe",3,"Zullig, L. L., Sanders, L. L., Shaw, R. J., McCant, F., Danus, S., Bosworth, H. B.","A randomised controlled trial of providing personalised cardiovascular risk information to modify health behaviour",2014,CVD,,,,"CVD management",,"Blood pressure,Lipids",,Yes,"Alcohol use cessation/reduction,Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Other,Once,One-way,"Health Belief Model","No, theory acknowledged in discussion"
26112,"Kelli.Richardson,Michelle.Jospe",3,"Zutz, A., Ignaszewski, A., Bates, J., Lear, S. A.","Utilization of the internet to deliver cardiac rehabilitation at a distance: a pilot study",2007,CVD,,,,"CVD management",,"Blood pressure,Glucose,Heart rate,Weight/BMI",No,No,"Diet,Physical activity",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
26121,"Kelli.Richardson,Michelle.Jospe",3,"Zylinska, E., Kosior, D. A.","Education, cardiovascular risk factors and blood pressure control in hypertensive outpatients",2018,CVD,,,,"CVD management",,"Blood pressure,ECG,Weight/BMI",,"Mixed use (some were,  some weren't)","Diet,Smoking cessation/reduction","Self-measurement,Other","More than once",Device/Real-time,"None explicitly stated",
26939,"Kelli.Richardson,Michelle.Jospe",3,"Almeida, Vanessa Araujo, Littlejohn, Paula, Cop, Irene, Brown, Erin, Afroze, Rimi, Davison, Karen M.","Comparison of nutrigenomics technology interface tools for consumers and health professionals: A sequential explanatory mixed methods investigation",2019,"General health promotion",,,,"Behavior change",,Genetics,,No,Diet,Other,Once,"One-way,One-way/Real-time","Transtheoretical Model","Yes, study design guided by theory"
27521,"Kelli.Richardson,Michelle.Jospe",3,"Audrain, Janet, Boyd, Neal R., Roth, Joan, Main, David, Caporaso, Neil E., Lerman, Caryn","Genetic susceptibility testing in smoking-cessation treatment: One-year outcomes of a randomized trial",1997,"Substance use",,,,"Substance use cessation/reduction",,"Carbon monoxide,Genetics",,No,"Smoking cessation/reduction",Other,Once,Real-time,"Transtheoretical Model","Yes, study design guided by theory"
27536,"Kelli.Richardson,Michelle.Jospe",3,"Austin, Debra L.","SELECTED NURSING INTERVENTIONS FOR NONCOMPLIANT HYPERTENSIVE PATIENTS",1986,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Medication/treatment use or adherence",Self-measurement,"More than once",Device/Real-time,"Health Belief Model,Self-regulation theory,Social Learning Theory,Other : social support theory","Yes, study design guided by theory,No, theory acknowledged in discussion"
27590,"Kelli.Richardson,Michelle.Jospe",3,"Ayres, Karen, Conner, Mark, Prestwich, Andrew, Hurling, Robert, Cobain, Mark, Lawton, Rebecca, O'Connor, Daryl B.","Exploring the question‐behaviour effect: Randomized controlled trial of motivational and question‐behaviour interventions",2013,CVD,,,,"Behavior change",,"Blood pressure,Lipids,Weight/BMI",,Yes,"Alcohol use cessation/reduction,Diet,Physical activity,Stress management",Other,Once,One-way,"Theory of Planned Behavior,Other : Model of Action Phases","Yes, study design guided by theory,No, theory acknowledged in discussion"
27620,"Kelli.Richardson,Michelle.Jospe",3,"Babazono, A., Kame, C., Ishihara, R., Yamamoto, E., Hillman, A. L.","Patient-motivated prevention of lifestyle-related disease in Japan: a randomized, controlled clinical trial",2007,"General health promotion",,,,"Behavior change",,"Blood pressure,HbA1c,Lipids,Weight/BMI",,No,"Alcohol use cessation/reduction,Diet,Physical activity",Other,Once,Real-time,"Health Belief Model,Transtheoretical Model","Yes, study design guided by theory"
27785,"Kelli.Richardson,Michelle.Jospe",3,"Balzola, F., Cullen, G., Ho, G. T., Russell, R. K., Wehkamp, J.","Effect of communicating DNA based risk assessments for Crohn's disease on smoking cessation: Randomised controlled trial",2012,Other,"Crohn's disease",,,"Substance use cessation/reduction",,Genetics,,No,"Smoking cessation/reduction",Self-measurement,Once,One-way/Real-time,"Protection Motivation Theory","No, theory acknowledged in discussion"
27926,"Kelli.Richardson,Michelle.Jospe",3,"Barrio, Pablo, Teixidor, Lídia, Ortega, Lluisa, Lligoña, Anna, Rico, Nayra, Bedini, José Luis, Vieta, Eduard, Gual, Antoni","Filling the gap between lab and clinical impact: An open randomized diagnostic trial comparing urinary ethylglucuronide and ethanol in alcohol dependent outpatients",2018,"Substance use",,,,"Substance use cessation/reduction",,"Alcohol intake biomarkers",,No,"Alcohol use cessation/reduction",Other,"More than once",Real-time,"None explicitly stated",
28375,"Kelli.Richardson,Michelle.Jospe",3,"Bertz, Fredrik, Pacanowski, Carly R., Levitsky, David A.","Frequent self‐weighing with electronic graphic feedback to prevent age‐related weight gain in young adults",2015,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,Diet,Self-measurement,"More than once","Device,Device/One-way","None explicitly stated",
28397,"Kelli.Richardson,Michelle.Jospe",3,"Beyth, R. J., Quinn, L., Landefeld, C. S.","A multicomponent intervention to prevent major bleeding complications in older patients receiving warfarin: A randomized, controlled trial",2000,CVD,,,,"CVD management",,"Other : prothrombin time/INR",,No,"Medical visit/consultation",Self-measurement,"More than once",Device/Real-time,"Self-Efficacy Theory,Social Learning Theory","Yes, study design guided by theory"
29354,"Kelli.Richardson,Michelle.Jospe",3,"Burkett, P. A., Southard, D. R., Herbert, W. G., Walberg, J.","Frequent cholesterol feedback as an aid in lowering cholesterol levels",1990,CVD,,,,"Lipid management",,Lipids,,No,Diet,Other,"More than once",Real-time,"None explicitly stated",
29360,"Kelli.Richardson,Michelle.Jospe",3,"Burling, T. A., Bigelow, G. E., Robinson, J. C., Mead, A. M.","Smoking during pregnancy: Reduction via objective assessment and directive advice",1991,Pregnancy/Postpartum,,,,"Substance use cessation/reduction",,"Carbon monoxide",,No,"Smoking cessation/reduction",Other,Once,One-way,"None explicitly stated",
29408,"Kelli.Richardson,Michelle.Jospe",3,"Butryn, Meghan L.","A randomized trial of weight gain prevention interventions for young women: Effectiveness and influence on bulimic pathology",2006,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,Diet,Self-measurement,"More than once",Device/One-way,"Other : Dietary restraint theory","No, theory acknowledged in discussion"
29443,"Kelli.Richardson,Michelle.Jospe",3,"Cabanas, Elizabeth Ann Thornton","The impact of ethnicity and diet counseling on the outcomes of diabetes education",2001,Diabetes,,,"Type 1 diabetes,Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once",Device,"Other : RE-AIM framework","No, theory acknowledged in discussion"
29641,"Kelli.Richardson,Michelle.Jospe",3,"Carlson, Joseph J.","A comparison of traditional and modified cardiac rehabilitation protocols on compliance to exercise, patient self-efficacy, cardiovascular outcomes, and program cost",1999,CVD,,,,"CVD management",,"ECG,Heart rate",,No,"Physical activity",Other,"More than once",Unclear,"Self-Efficacy Theory,Social Cognitive Theory,Social Learning Theory","Yes, study design guided by theory"
29871,"Kelli.Richardson,Michelle.Jospe",3,"Cerón, J. D., López, D. M., Urbano, L., Álvarez-Rosero, R. E., Muñoz-Benítez, S.","Information and communication technology-based strategies for the reduction of cardiovascular risk factors in the active working population",2018,"Metabolic syndrome",,,,"CVD management",,"Blood pressure,HbA1c,Lipids,Weight/BMI",,No,"Diet,Physical activity,Stress management",Other,Once,One-way,"Transtheoretical Model","No, theory acknowledged in discussion"
29878,"Kelli.Richardson,Michelle.Jospe",3,"Cesare, William F.","EFFECTS OF EXERCISE ON DIETARY INDUCED WEIGHT LOSS",1985,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Other,"More than once",Real-time,"None explicitly stated",
30400,"Kelli.Richardson,Michelle.Jospe",3,"Cioe, P. A., Merrill, J. E., Gordon, R. E. F., Guthrie, K. M., Freiberg, M., Williams, D. M., Risica, P. M., Kahler, C. W.","Personalized feedback improves cardiovascular risk perception and physical activity levels in persons with HIV: results of a pilot randomized clinical trial",2021,"Infectious disease",,,,"CVD management",,"Blood pressure,Lipids,Weight/BMI",,Yes,"Diet,Physical activity,Smoking cessation/reduction",Other,Once,Real-time,"Health Belief Model","Yes, study design guided by theory"
30519,"Kelli.Richardson,Michelle.Jospe",3,"Coffin, P. O., Santos, G. M., Colfax, G., Das, M., Matheson, T., DeMicco, E., Dilley, J., Vittinghoff, E., Raiford, J. L., Carry, M., et al.","Adapted personalized cognitive counseling for episodic substance-using men who have sex with men: a randomized controlled trial",2014,Other,"Infectious disease,Substance use",,,"Safe sex promotion ",,"Infectious disease test result",,No,"Risky sexual behavior cessation/reduction",Other,"More than once",Real-time,"Self-regulation theory,Transtheoretical Model","Yes, study design guided by theory"
31690,"Kelli.Richardson,Michelle.Jospe",3,"Dierk, J. M., Conradt, M., Schlumberger, P., Rauh, E., Albohn, C., Hinney, A., Hebebrand, J., Rief, W.","Genetic aspects in obesity counselling - Effects on body acceptance and subjective well-being",2006,Overweight/Obesity,,,,"Behavior change",,Genetics,,No,"Diet,Physical activity",Other,Once,Real-time,"None explicitly stated",
31698,"Kelli.Richardson,Michelle.Jospe",3,"Digby, J., O’Carroll, R. E., Chambers, J. A., Steele, R. J. C.","The impact of hypothetical PErsonalised Risk Information on informed choice and intention to undergo Colorectal Cancer screening colonoscopy in Scotland (PERICCS)—a randomised controlled trial",2020,Cancer,,"At risk",,"Cancer prevention",,"Other : faecal immunochemical test for haemoglobin",,No,"Medical screening uptake",Other,Once,One-way,"Other : multidimensional model of informed choice","Yes, study design guided by theory"
31811,"Kelli.Richardson,Michelle.Jospe",3,"Doets, Esmée L., de Hoogh, Iris M., Holthuysen, Nancy, Wopereis, Suzan, Verain, Muriel C. D., van den Puttelaar, Jos, Hogenelst, Koen, Boorsma, André, Bouwman, Emily P., Timmer, Marielle, Pasman, Wilrike J., van Erk, Marjan, Reinders, Machiel J.","Beneficial effect of personalized lifestyle advice compared to generic advice on wellbeing among Dutch seniors—An explorative study",2019,"General health promotion",,,,"Behavior change",,"Blood pressure,Body composition/Body fat,Genetics,Glucose,Lipids,Weight/BMI",No,No,"Diet,Physical activity",Other,Once,One-way,"Self-Efficacy Theory,Social Cognitive Theory","Yes, study design guided by theory,No, theory acknowledged in discussion"
31982,"Kelli.Richardson,Michelle.Jospe",3,"Dubbert, P. M., Cushman, W. C., Meydrech, E. F., Rowland, A. K., Maury, P.","Effects of dietary instruction and sodium excretion feedback in hypertension clinic patients",1995,CVD,,,,"Behavior change",,"Nutrient biomarkers",,No,Diet,"Self-measurement,Other","More than once",Device/Real-time,"Goal Setting Theory,Self-regulation theory,Social Cognitive Theory,Other : Social action theory","No, theory acknowledged in discussion"
33810,"Kelli.Richardson,Michelle.Jospe",3,"Glasgow, R. E., Klesges, R. C., Godding, P. R., Gegelman, R.","Controlled smoking, with or without carbon monoxide feedback, as an alternative for chronic smokers",1983,"Substance use",,,,"Substance use cessation/reduction",,"Carbon monoxide",,No,"Smoking cessation/reduction",Other,"More than once",Real-time,"None explicitly stated",
33838,"Kelli.Richardson,Michelle.Jospe",3,"Glynn, Shirley M., Gruder, Charles L., Jegerski, Jane A.","Effects of biochemical validation of self-reported cigarette smoking on treatment success and on misreporting abstinence",1986,"Substance use",,,,"Substance use cessation/reduction",,"Carbon monoxide",,No,"Smoking cessation/reduction",Other,"Once,More than once",Real-time,"None explicitly stated",
34092,"Kelli.Richardson,Michelle.Jospe",3,"Goulis, D. G., Giaglis, G. D., Boren, S. A., Lekka, I., Bontis, E., Balas, E. A., Maglaveras, N., Avramides, A.","Effectiveness of home-centered care through telemedicine applications for overweight and obese patients: A randomized controlled trial",2004,Overweight/Obesity,,,,Other,"CVD management,Glycemic control,Weight management","Blood pressure,Weight/BMI",,No,"Diet,Physical activity",Self-measurement,"More than once",Device,"None explicitly stated",
34640,"Kelli.Richardson,Michelle.Jospe",3,"Hall, Sharon M.","Self-control and therapist control in the behavioral treatment of overweight women",1972,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,Diet,"Self-measurement,Other","More than once",Device/Real-time,"None explicitly stated",
34839,"Kelli.Richardson,Michelle.Jospe",3,"Harris, R., Lowers, V., Laverty, L., Vernazza, C., Burnside, G., Brown, S., Ternent, L.","Comparing how patients value and respond to information on risk given in three different forms during dental check-ups: The PREFER randomised controlled trial",2020,Other,"Oral health",,,"Behavior change",,"Other : fluorescence of teeth",,No,"Diet,Smoking cessation/reduction,Other : tooth-brushing",Other,Once,Real-time,"None explicitly stated",
